year,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,is_month_start,is_month_end,is_year_start,day_of_week,city_iq,city_sj
1990,18,0.1226,0.103725,0.4455146462238924,0.4214459633215152,0.23804333343829304,0.3882908404112726,0.35466666665405455,0.22920096567025894,0.1403128596937151,0.6923076923076934,0.5247933831122815,0.38161394176961605,0.23804333343829304,0.2626592616861525,0.08666017526768194,0.43009118541489366,0.21039290240821162,0.17419354838709666,0.28089873355023887,0.3300025928852056,0,1,0,0,0,1
1990,19,0.1699,0.142175,0.4029356027952854,0.3943167508488575,0.3436402246350528,0.4727101037950021,0.44177777776206995,0.426253041327584,0.21728547057727354,0.7307692307692335,0.3851311413720132,0.47966825308075367,0.3436402246350528,0.4181639987004542,0.06913339824746634,0.5653495440744685,0.16349809885954836,0.32258064516129004,0.5741063152570236,0.22796768813965368,0,0,0,0,0,1
1990,20,0.03225,0.1729667,0.3964845520319802,0.413331465049541,0.43635970812103775,0.5480642114465724,0.496000000017915,0.6158583742936656,0.18931173469206186,0.8000000000000043,0.470940732067713,0.594414893618497,0.43635970812103775,0.5868997059842973,0.06426484907503272,0.5653495440744685,0.1736375158425636,0.3548387096774195,0.6515196352933383,0.5626952931565663,0,0,0,0,0,1
1990,21,0.1286333,0.2450667,0.4770294540172546,0.4856806563988317,0.27133511774768027,0.5752596789074715,0.5395555555719227,0.5999848945136392,0.2522265065140701,0.7769230769230795,0.3352822726694791,0.5523866181405177,0.27133511774768027,0.5668082326111838,0.07302823758514057,0.6458966565319151,0.19898605830187588,0.42580645161290276,0.7152559540804253,0.13882294502542938,0,0,0,0,0,1
1990,22,0.1962,0.2622,0.5011985634456667,0.497332886505608,0.17213599089507065,0.6455146364927558,0.5937777777033304,0.6652819647498376,0.28713857217149297,0.8153846153846196,0.31214881809712214,0.5553961366186078,0.17213599089507065,0.6282260699144533,0.11295034079868699,0.8024316109468086,0.42965779467700504,0.5354838709677416,0.7908434698577409,0.1778540782900233,0,0,0,0,0,1
1990,23,0.1422935374167987,0.17485,0.5042958457096389,0.4263131478150774,0.20188048510744733,0.6602455146236181,0.6062222221473306,0.6691104865587647,0.32202173948969914,0.8615384615384656,0.47467750884142274,0.5414683650613716,0.20188048510744733,0.628552760543333,0.05063291139249135,0.7142857142872341,0.21419518377728586,0.4967741935483869,0.7908434698577409,0.5453663974075864,0,0,0,0,0,1
1990,24,0.1129,0.0928,0.4528480981521287,0.4585535955589052,0.0982343838482365,0.6043437204572015,0.5386666665763968,0.670933524048408,0.24524061925640694,0.8307692307692349,0.5794318778002794,0.5931201007843017,0.0982343838482365,0.6310029402199135,0.046738072054817115,0.6398176291808513,0.19898605830187588,0.3548387096774195,0.7152559540804253,0.46858591285064993,0,0,0,0,0,1
1990,25,0.0725,0.0725,0.3891932681843302,0.3647308596760082,0.9771458111414525,0.6551463644251285,0.5768888889039303,0.755838307946533,0.19630691324209693,0.8846153846153868,0.5071422816815047,0.6268197088466265,0.9771458111414525,0.7159425024480821,0.014605647517300757,0.7416413373829789,0.28010139416954616,0.4645161290322579,0.6515196352933383,0.3867326327931333,0,0,0,0,0,1
1990,26,0.10245,0.146175,0.3543605508518125,0.3515679166249389,0.3114783388257896,0.6534466478244951,0.5804444443882488,0.7363514398705462,0.30109530288083874,0.8307692307692349,0.570750314826368,0.6119470884669527,0.3114783388257896,0.6945442665823169,0.03602726387519059,0.7370820668723406,0.25348542458780055,0.4645161290322579,0.6515196352933383,0.3867326327931333,0,0,0,0,0,1
1990,27,0.1422935374167987,0.12155,0.4008532150301404,0.4500741050093862,0.26095661380692964,0.7295561850322869,0.6702222222339458,0.7711328911461521,0.31504741445006346,0.9076923076923116,0.4925932038728343,0.5755179171330045,0.26095661380692964,0.726723293041043,0.04479065238598001,0.7370820668723406,0.1761723700892045,0.4645161290322579,0.8531112387882755,0.0478987502983467,0,0,0,0,0,1
